Id	Print_Name	Inverted_Name
spx	South Picene	Picene, South
spy	Sabaot	Sabaot
sqa	Shama-Sambuga	Shama-Sambuga
sqh	Shau	Shau
sqi	Albanian	Albanian
sqk	Albanian Sign Language	Albanian Sign Language
sqm	Suma	Suma
sqn	Susquehannock	Susquehannock
sqo	Sorkhei	Sorkhei
sqq	Sou	Sou
sqr	Siculo Arabic	Arabic, Siculo
sqs	Sri Lankan Sign Language	Sri Lankan Sign Language
sqt	Soqotri	Soqotri
squ	Squamish	Squamish
sra	Saruga	Saruga
srb	Sora	Sora
src	Logudorese Sardinian	Sardinian, Logudorese
srd	Sardinian	Sardinian
sre	Sara	Sara
srf	Nafi	Nafi
srg	Sulod	Sulod
srh	Sarikoli	Sarikoli
sri	Siriano	Siriano
srk	Serudung Murut	Serudung Murut
srl	Isirawa	Isirawa
srm	Saramaccan	Saramaccan
srn	Sranan Tongo	Sranan Tongo
sro	Campidanese Sardinian	Sardinian, Campidanese
srp	Serbian	Serbian
srq	Sirionó	Sirionó
srr	Serer	Serer
srs	Sarsi	Sarsi
srt	Sauri	Sauri
sru	Suruí	Suruí
srv	Southern Sorsoganon	Sorsoganon, Southern
srw	Serua	Serua
srx	Sirmauri	Sirmauri
sry	Sera	Sera
srz	Shahmirzadi	Shahmirzadi
ssb	Southern Sama	Sama, Southern
ssc	Suba-Simbiti	Suba-Simbiti
ssd	Siroi	Siroi
sse	Balangingi	Balangingi
sse	Bangingih Sama	Sama, Bangingih
ssf	Thao	Thao
ssg	Seimat	Seimat
ssh	Shihhi Arabic	Arabic, Shihhi
ssi	Sansi	Sansi
ssj	Sausi	Sausi
ssk	Sunam	Sunam
ssl	Western Sisaala	Sisaala, Western
ssm	Semnam	Semnam
ssn	Waata	Waata
sso	Sissano	Sissano
ssp	Spanish Sign Language	Spanish Sign Language
ssq	So'a	So'a
ssr	Swiss-French Sign Language	Swiss-French Sign Language
sss	Sô	Sô
sst	Sinasina	Sinasina
ssu	Susuami	Susuami
ssv	Shark Bay	Shark Bay
ssw	Swati	Swati
ssx	Samberigi	Samberigi
ssy	Saho	Saho
ssz	Sengseng	Sengseng
sta	Settla	Settla
stb	Northern Subanen	Subanen, Northern
std	Sentinel	Sentinel
ste	Liana-Seti	Liana-Seti
stf	Seta	Seta
stg	Trieng	Trieng
sth	Shelta	Shelta
sti	Bulo Stieng	Stieng, Bulo
stj	Matya Samo	Samo, Matya
stk	Arammba	Arammba
stl	Stellingwerfs	Stellingwerfs
stm	Setaman	Setaman
stn	Owa	Owa
sto	Stoney	Stoney
stp	Southeastern Tepehuan	Tepehuan, Southeastern
stq	Saterfriesisch	Saterfriesisch
str	Straits Salish	Salish, Straits
sts	Shumashti	Shumashti
stt	Budeh Stieng	Stieng, Budeh
stu	Samtao	Samtao
stv	Silt'e	Silt'e
stw	Satawalese	Satawalese
sty	Siberian Tatar	Tatar, Siberian
sua	Sulka	Sulka
sub	Suku	Suku
suc	Western Subanon	Subanon, Western
sue	Suena	Suena
sug	Suganga	Suganga
sui	Suki	Suki
suj	Shubi	Shubi
suk	Sukuma	Sukuma
sun	Sundanese	Sundanese
suq	Suri	Suri
sur	Mwaghavul	Mwaghavul
sus	Susu	Susu
sut	Subtiaba	Subtiaba
suv	Puroik	Puroik
suw	Sumbwa	Sumbwa
sux	Sumerian	Sumerian
suy	Suyá	Suyá
suz	Sunwar	Sunwar
sva	Svan	Svan
svb	Ulau-Suain	Ulau-Suain
svc	Vincentian Creole English	Creole English, Vincentian
sve	Serili	Serili
svk	Slovakian Sign Language	Slovakian Sign Language
svm	Slavomolisano	Slavomolisano
svr	Savara	Savara
svs	Savosavo	Savosavo
svx	Skalvian	Skalvian
swa	Swahili (macrolanguage)	Swahili (macrolanguage)
swb	Maore Comorian	Comorian, Maore
swc	Congo Swahili	Swahili, Congo
swe	Swedish	Swedish
swf	Sere	Sere
swg	Swabian	Swabian
swh	Kiswahili	Kiswahili
swh	Swahili (individual language)	Swahili (individual language)
swi	Sui	Sui
swj	Sira	Sira
swk	Malawi Sena	Sena, Malawi
swl	Swedish Sign Language	Swedish Sign Language
swm	Samosa	Samosa
swn	Sawknah	Sawknah
swo	Shanenawa	Shanenawa
swp	Suau	Suau
swq	Sharwa	Sharwa
swr	Saweru	Saweru
sws	Seluwasan	Seluwasan
swt	Sawila	Sawila
swu	Suwawa	Suwawa
swv	Shekhawati	Shekhawati
sww	Sowa	Sowa
swx	Suruahá	Suruahá
swy	Sarua	Sarua
sxb	Suba	Suba
sxc	Sicanian	Sicanian
sxe	Sighu	Sighu
sxg	Shixing	Shixing
sxk	Southern Kalapuya	Kalapuya, Southern
sxl	Selian	Selian
sxm	Samre	Samre
sxn	Sangir	Sangir
sxo	Sorothaptic	Sorothaptic
sxr	Saaroa	Saaroa
sxs	Sasaru	Sasaru
sxu	Upper Saxon	Saxon, Upper
sxw	Saxwe Gbe	Gbe, Saxwe
sya	Siang	Siang
syb	Central Subanen	Subanen, Central
syc	Classical Syriac	Syriac, Classical
syi	Seki	Seki
syk	Sukur	Sukur
syl	Sylheti	Sylheti
sym	Maya Samo	Samo, Maya
syn	Senaya	Senaya
syo	Suoy	Suoy
syr	Syriac	Syriac
sys	Sinyar	Sinyar
syw	Kagate	Kagate
syx	Samay	Samay
syy	Al-Sayyid Bedouin Sign Language	Al-Sayyid Bedouin Sign Language
sza	Semelai	Semelai
szb	Ngalum	Ngalum
szc	Semaq Beri	Semaq Beri
szd	Seru	Seru
sze	Seze	Seze
szg	Sengele	Sengele
szl	Silesian	Silesian
szn	Sula	Sula
szp	Suabo	Suabo
szv	Isu (Fako Division)	Isu (Fako Division)
szw	Sawai	Sawai
taa	Lower Tanana	Tanana, Lower
tab	Tabassaran	Tabassaran
tac	Lowland Tarahumara	Tarahumara, Lowland
tad	Tause	Tause
tae	Tariana	Tariana
taf	Tapirapé	Tapirapé
tag	Tagoi	Tagoi
tah	Tahitian	Tahitian
taj	Eastern Tamang	Tamang, Eastern
tak	Tala	Tala
tal	Tal	Tal
tam	Tamil	Tamil
tan	Tangale	Tangale
tao	Yami	Yami
tap	Taabwa	Taabwa
taq	Tamasheq	Tamasheq
tar	Central Tarahumara	Tarahumara, Central
tas	Tay Boi	Tay Boi
tat	Tatar	Tatar
tau	Upper Tanana	Tanana, Upper
tav	Tatuyo	Tatuyo
taw	Tai	Tai
tax	Tamki	Tamki
tay	Atayal	Atayal
taz	Tocho	Tocho
tba	Aikanã	Aikanã
tbb	Tapeba	Tapeba
tbc	Takia	Takia
tbd	Kaki Ae	Kaki Ae
tbe	Tanimbili	Tanimbili
tbf	Mandara	Mandara
tbg	North Tairora	Tairora, North
tbh	Thurawal	Thurawal
tbi	Gaam	Gaam
tbj	Tiang	Tiang
tbk	Calamian Tagbanwa	Tagbanwa, Calamian
tbl	Tboli	Tboli
tbm	Tagbu	Tagbu
tbn	Barro Negro Tunebo	Tunebo, Barro Negro
tbo	Tawala	Tawala
tbp	Diebroud	Diebroud
tbp	Taworta	Taworta
tbr	Tumtum	Tumtum
tbs	Tanguat	Tanguat
tbt	Tembo (Kitembo)	Tembo (Kitembo)
tbu	Tubar	Tubar
tbv	Tobo	Tobo
tbw	Tagbanwa	Tagbanwa
tbx	Kapin	Kapin
tby	Tabaru	Tabaru
tbz	Ditammari	Ditammari
tca	Ticuna	Ticuna
tcb	Tanacross	Tanacross
tcc	Datooga	Datooga
tcd	Tafi	Tafi
tce	Southern Tutchone	Tutchone, Southern
tcf	Malinaltepec Me'phaa	Me'phaa, Malinaltepec
tcf	Malinaltepec Tlapanec	Tlapanec, Malinaltepec
tcg	Tamagario	Tamagario
tch	Turks And Caicos Creole English	Creole English, Turks And Caicos
tci	Wára	Wára
tck	Tchitchege	Tchitchege
tcl	Taman (Myanmar)	Taman (Myanmar)
tcm	Tanahmerah	Tanahmerah
tcn	Tichurong	Tichurong
tco	Taungyo	Taungyo
tcp	Tawr Chin	Chin, Tawr
tcq	Kaiy	Kaiy
tcs	Torres Strait Creole	Creole, Torres Strait
tct	T'en	T'en
tcu	Southeastern Tarahumara	Tarahumara, Southeastern
tcw	Tecpatlán Totonac	Totonac, Tecpatlán
tcx	Toda	Toda
tcy	Tulu	Tulu
tcz	Thado Chin	Chin, Thado
tda	Tagdal	Tagdal
tdb	Panchpargania	Panchpargania
tdc	Emberá-Tadó	Emberá-Tadó
tdd	Tai Nüa	Tai Nüa
tde	Tiranige Diga Dogon	Dogon, Tiranige Diga
tdf	Talieng	Talieng
tdg	Western Tamang	Tamang, Western
tdh	Thulung	Thulung
tdi	Tomadino	Tomadino
tdj	Tajio	Tajio
tdk	Tambas	Tambas
tdl	Sur	Sur
tdn	Tondano	Tondano
tdo	Teme	Teme
tdq	Tita	Tita
tdr	Todrah	Todrah
tds	Doutai	Doutai
tdt	Tetun Dili	Tetun Dili
tdu	Tempasuk Dusun	Dusun, Tempasuk
tdv	Toro	Toro
tdx	Tandroy-Mahafaly Malagasy	Malagasy, Tandroy-Mahafaly
tdy	Tadyawan	Tadyawan
tea	Temiar	Temiar
teb	Tetete	Tetete
tec	Terik	Terik
ted	Tepo Krumen	Krumen, Tepo
tee	Huehuetla Tepehua	Tepehua, Huehuetla
tef	Teressa	Teressa
teg	Teke-Tege	Teke-Tege
teh	Tehuelche	Tehuelche
tei	Torricelli	Torricelli
tek	Ibali Teke	Teke, Ibali
tel	Telugu	Telugu
tem	Timne	Timne
ten	Tama (Colombia)	Tama (Colombia)
teo	Teso	Teso
tep	Tepecano	Tepecano
teq	Temein	Temein
ter	Tereno	Tereno
tes	Tengger	Tengger
tet	Tetum	Tetum
teu	Soo	Soo
tev	Teor	Teor
tew	Tewa (USA)	Tewa (USA)
tex	Tennet	Tennet
tey	Tulishi	Tulishi
tfi	Tofin Gbe	Gbe, Tofin
tfn	Tanaina	Tanaina
tfo	Tefaro	Tefaro
tfr	Teribe	Teribe
tft	Ternate	Ternate
tga	Sagalla	Sagalla
tgb	Tobilung	Tobilung
tgc	Tigak	Tigak
tgd	Ciwogai	Ciwogai
tge	Eastern Gorkha Tamang	Tamang, Eastern Gorkha
tgf	Chalikha	Chalikha
tgh	Tobagonian Creole English	Creole English, Tobagonian
tgi	Lawunuia	Lawunuia
tgj	Tagin	Tagin
tgk	Tajik	Tajik
tgl	Tagalog	Tagalog
tgn	Tandaganon	Tandaganon
tgo	Sudest	Sudest
tgp	Tangoa	Tangoa
tgq	Tring	Tring
tgr	Tareng	Tareng
tgs	Nume	Nume
tgt	Central Tagbanwa	Tagbanwa, Central
tgu	Tanggu	Tanggu
tgv	Tingui-Boto	Tingui-Boto
tgw	Tagwana Senoufo	Senoufo, Tagwana
tgx	Tagish	Tagish
tgy	Togoyo	Togoyo
tgz	Tagalaka	Tagalaka
tha	Thai	Thai
thc	Tai Hang Tong	Tai Hang Tong
thd	Thayore	Thayore
the	Chitwania Tharu	Tharu, Chitwania
thf	Thangmi	Thangmi
thh	Northern Tarahumara	Tarahumara, Northern
thi	Tai Long	Tai Long
thk	Kitharaka	Kitharaka
thk	Tharaka	Tharaka
thl	Dangaura Tharu	Tharu, Dangaura
thm	Aheu	Aheu
thn	Thachanadan	Thachanadan
thp	Thompson	Thompson
thq	Kochila Tharu	Tharu, Kochila
thr	Rana Tharu	Tharu, Rana
ths	Thakali	Thakali
tht	Tahltan	Tahltan
thu	Thuri	Thuri
thv	Tahaggart Tamahaq	Tamahaq, Tahaggart
thw	Thudam	Thudam
thy	Tha	Tha
thz	Tayart Tamajeq	Tamajeq, Tayart
tia	Tidikelt Tamazight	Tamazight, Tidikelt
tic	Tira	Tira
tid	Tidong	Tidong
tif	Tifal	Tifal
tig	Tigre	Tigre
tih	Timugon Murut	Murut, Timugon
tii	Tiene	Tiene
tij	Tilung	Tilung
tik	Tikar	Tikar
til	Tillamook	Tillamook
tim	Timbe	Timbe
tin	Tindi	Tindi
tio	Teop	Teop
tip	Trimuris	Trimuris
tiq	Tiéfo	Tiéfo
tir	Tigrinya	Tigrinya
tis	Masadiit Itneg	Itneg, Masadiit
tit	Tinigua	Tinigua
tiu	Adasen	Adasen
tiv	Tiv	Tiv
tiw	Tiwi	Tiwi
tix	Southern Tiwa	Tiwa, Southern
tiy	Tiruray	Tiruray
tiz	Tai Hongjin	Tai Hongjin
tja	Tajuasohn	Tajuasohn
tjg	Tunjung	Tunjung
tji	Northern Tujia	Tujia, Northern
tjl	Tai Laing	Tai Laing
tjm	Timucua	Timucua
tjn	Tonjon	Tonjon
tjo	Temacine Tamazight	Tamazight, Temacine
tjs	Southern Tujia	Tujia, Southern
tju	Tjurruru	Tjurruru
tjw	Djabwurrung	Djabwurrung
tka	Truká	Truká
tkb	Buksa	Buksa
tkd	Tukudede	Tukudede
tke	Takwane	Takwane
tkf	Tukumanféd	Tukumanféd
tkg	Tesaka Malagasy	Malagasy, Tesaka
tkl	Tokelau	Tokelau
tkm	Takelma	Takelma
tkn	Toku-No-Shima	Toku-No-Shima
tkp	Tikopia	Tikopia
tkq	Tee	Tee
tkr	Tsakhur	Tsakhur
tks	Takestani	Takestani
tkt	Kathoriya Tharu	Tharu, Kathoriya
tku	Upper Necaxa Totonac	Totonac, Upper Necaxa
tkv	Mur Pano	Mur Pano
tkw	Teanu	Teanu
tkx	Tangko	Tangko
tkz	Takua	Takua
tla	Southwestern Tepehuan	Tepehuan, Southwestern
tlb	Tobelo	Tobelo
tlc	Yecuatla Totonac	Totonac, Yecuatla
tld	Talaud	Talaud
tlf	Telefol	Telefol
tlg	Tofanma	Tofanma
tlh	Klingon	Klingon
tlh	tlhIngan-Hol	tlhIngan-Hol
tli	Tlingit	Tlingit
tlj	Talinga-Bwisi	Talinga-Bwisi
tlk	Taloki	Taloki
tll	Tetela	Tetela
tlm	Tolomako	Tolomako
tln	Talondo'	Talondo'
tlo	Talodi	Talodi
tlp	Filomena Mata-Coahuitlán Totonac	Totonac, Filomena Mata-Coahuitlán
tlq	Tai Loi	Tai Loi
tlr	Talise	Talise
tls	Tambotalo	Tambotalo
tlt	Teluti	Teluti
tlu	Tulehu	Tulehu
tlv	Taliabu	Taliabu
tlx	Khehek	Khehek
tly	Talysh	Talysh
tma	Tama (Chad)	Tama (Chad)
tmb	Avava	Avava
tmb	Katbol	Katbol
tmc	Tumak	Tumak
tmd	Haruai	Haruai
tme	Tremembé	Tremembé
tmf	Toba-Maskoy	Toba-Maskoy
tmg	Ternateño	Ternateño
tmh	Tamashek	Tamashek
tmi	Tutuba	Tutuba
tmj	Samarokena	Samarokena
tmk	Northwestern Tamang	Tamang, Northwestern
tml	Tamnim Citak	Citak, Tamnim
tmm	Tai Thanh	Tai Thanh
tmn	Taman (Indonesia)	Taman (Indonesia)
tmo	Temoq	Temoq
tmp	Tai Mène	Tai Mène
tmq	Tumleo	Tumleo
tmr	Jewish Babylonian Aramaic (ca. 200-1200 CE)	Aramaic, Jewish Babylonian (ca. 200-1200 CE)
tms	Tima	Tima
tmt	Tasmate	Tasmate
tmu	Iau	Iau
tmv	Tembo (Motembo)	Tembo (Motembo)
tmw	Temuan	Temuan
tmy	Tami	Tami
tmz	Tamanaku	Tamanaku
tna	Tacana	Tacana
tnb	Western Tunebo	Tunebo, Western
tnc	Tanimuca-Retuarã	Tanimuca-Retuarã
tnd	Angosturas Tunebo	Tunebo, Angosturas
tne	Tinoc Kallahan	Kallahan, Tinoc
tng	Tobanga	Tobanga
tnh	Maiani	Maiani
tni	Tandia	Tandia
tnk	Kwamera	Kwamera
tnl	Lenakel	Lenakel
tnm	Tabla	Tabla
tnn	North Tanna	Tanna, North
tno	Toromono	Toromono
tnp	Whitesands	Whitesands
tnq	Taino	Taino
tnr	Ménik	Ménik
tns	Tenis	Tenis
tnt	Tontemboan	Tontemboan
tnu	Tay Khang	Tay Khang
tnv	Tangchangya	Tangchangya
tnw	Tonsawang	Tonsawang
tnx	Tanema	Tanema
tny	Tongwe	Tongwe
tnz	Tonga (Thailand)	Tonga (Thailand)
tob	Toba	Toba
toc	Coyutla Totonac	Totonac, Coyutla
tod	Toma	Toma
toe	Tomedes	Tomedes
tof	Gizrra	Gizrra
tog	Tonga (Nyasa)	Tonga (Nyasa)
toh	Gitonga	Gitonga
toi	Tonga (Zambia)	Tonga (Zambia)
toj	Tojolabal	Tojolabal
tol	Tolowa	Tolowa
tom	Tombulu	Tombulu
ton	Tonga (Tonga Islands)	Tonga (Tonga Islands)
too	Xicotepec De Juárez Totonac	Totonac, Xicotepec De Juárez
top	Papantla Totonac	Totonac, Papantla
toq	Toposa	Toposa
tor	Togbo-Vara Banda	Banda, Togbo-Vara
tos	Highland Totonac	Totonac, Highland
tou	Tho	Tho
tov	Upper Taromi	Taromi, Upper
tow	Jemez	Jemez
tox	Tobian	Tobian
toy	Topoiyo	Topoiyo
toz	To	To
tpa	Taupota	Taupota
tpc	Azoyú Me'phaa	Me'phaa, Azoyú
tpc	Azoyú Tlapanec	Tlapanec, Azoyú
tpe	Tippera	Tippera
tpf	Tarpia	Tarpia
tpg	Kula	Kula
tpi	Tok Pisin	Tok Pisin
tpj	Tapieté	Tapieté
tpk	Tupinikin	Tupinikin
tpl	Tlacoapa Me'phaa	Me'phaa, Tlacoapa
tpl	Tlacoapa Tlapanec	Tlapanec, Tlacoapa
tpm	Tampulma	Tampulma
tpn	Tupinambá	Tupinambá
tpo	Tai Pao	Tai Pao
tpp	Pisaflores Tepehua	Tepehua, Pisaflores
tpq	Tukpa	Tukpa
tpr	Tuparí	Tuparí
tpt	Tlachichilco Tepehua	Tepehua, Tlachichilco
tpu	Tampuan	Tampuan
tpv	Tanapag	Tanapag
tpw	Tupí	Tupí
tpx	Acatepec Me'phaa	Me'phaa, Acatepec
tpx	Acatepec Tlapanec	Tlapanec, Acatepec
tpy	Trumai	Trumai
tpz	Tinputz	Tinputz
tqb	Tembé	Tembé
tql	Lehali	Lehali
tqm	Turumsa	Turumsa
tqn	Tenino	Tenino
tqo	Toaripi	Toaripi
tqp	Tomoip	Tomoip
tqq	Tunni	Tunni
tqr	Torona	Torona
tqt	Western Totonac	Totonac, Western
tqu	Touo	Touo
tqw	Tonkawa	Tonkawa
tra	Tirahi	Tirahi
trb	Terebu	Terebu
trc	Copala Triqui	Triqui, Copala
trd	Turi	Turi
tre	East Tarangan	Tarangan, East
trf	Trinidadian Creole English	Creole English, Trinidadian
trg	Lishán Didán	Lishán Didán
trh	Turaka	Turaka
tri	Trió	Trió
trj	Toram	Toram
trl	Traveller Scottish	Scottish, Traveller
trm	Tregami	Tregami
trn	Trinitario	Trinitario
tro	Tarao Naga	Naga, Tarao
trp	Kok Borok	Kok Borok
trq	San Martín Itunyoso Triqui	Triqui, San Martín Itunyoso
trr	Taushiro	Taushiro
trs	Chicahuaxtla Triqui	Triqui, Chicahuaxtla
trt	Tunggare	Tunggare
tru	Surayt	Surayt
tru	Turoyo	Turoyo
trv	Taroko	Taroko
trw	Torwali	Torwali
trx	Tringgus-Sembaan Bidayuh	Bidayuh, Tringgus-Sembaan
try	Turung	Turung
trz	Torá	Torá
tsa	Tsaangi	Tsaangi
tsb	Tsamai	Tsamai
tsc	Tswa	Tswa
tsd	Tsakonian	Tsakonian
tse	Tunisian Sign Language	Tunisian Sign Language
tsg	Tausug	Tausug
tsh	Tsuvan	Tsuvan
tsi	Tsimshian	Tsimshian
tsj	Tshangla	Tshangla
tsk	Tseku	Tseku
tsl	Ts'ün-Lao	Ts'ün-Lao
tsm	Türk İşaret Dili	Türk İşaret Dili
tsm	Turkish Sign Language	Turkish Sign Language
tsn	Tswana	Tswana
tso	Tsonga	Tsonga
tsp	Northern Toussian	Toussian, Northern
tsq	Thai Sign Language	Thai Sign Language
tsr	Akei	Akei
tss	Taiwan Sign Language	Taiwan Sign Language
tst	Tondi Songway Kiini	Songway Kiini, Tondi
tsu	Tsou	Tsou
tsv	Tsogo	Tsogo
tsw	Tsishingini	Tsishingini
tsx	Mubami	Mubami
tsy	Tebul Sign Language	Tebul Sign Language
tsz	Purepecha	Purepecha
tta	Tutelo	Tutelo
ttb	Gaa	Gaa
ttc	Tektiteko	Tektiteko
ttd	Tauade	Tauade
tte	Bwanabwana	Bwanabwana
ttf	Tuotomb	Tuotomb
ttg	Tutong	Tutong
tth	Upper Ta'oih	Ta'oih, Upper
tti	Tobati	Tobati
ttj	Tooro	Tooro
ttk	Totoro	Totoro
ttl	Totela	Totela
ttm	Northern Tutchone	Tutchone, Northern
ttn	Towei	Towei
tto	Lower Ta'oih	Ta'oih, Lower
ttp	Tombelala	Tombelala
ttq	Tawallammat Tamajaq	Tamajaq, Tawallammat
ttr	Tera	Tera
tts	Northeastern Thai	Thai, Northeastern
ttt	Muslim Tat	Tat, Muslim
ttu	Torau	Torau
ttv	Titan	Titan
ttw	Long Wat	Long Wat
tty	Sikaritai	Sikaritai
ttz	Tsum	Tsum
tua	Wiarumus	Wiarumus
tub	Tübatulabal	Tübatulabal
tuc	Mutu	Mutu
tud	Tuxá	Tuxá
tue	Tuyuca	Tuyuca
tuf	Central Tunebo	Tunebo, Central
tug	Tunia	Tunia
tuh	Taulil	Taulil
tui	Tupuri	Tupuri
tuj	Tugutil	Tugutil
tuk	Turkmen	Turkmen
tul	Tula	Tula
tum	Tumbuka	Tumbuka
tun	Tunica	Tunica
tuo	Tucano	Tucano
tuq	Tedaga	Tedaga
tur	Turkish	Turkish
tus	Tuscarora	Tuscarora
tuu	Tututni	Tututni
tuv	Turkana	Turkana
tux	Tuxináwa	Tuxináwa
tuy	Tugen	Tugen
tuz	Turka	Turka
tva	Vaghua	Vaghua
tvd	Tsuvadi	Tsuvadi
tve	Te'un	Te'un
tvk	Southeast Ambrym	Ambrym, Southeast
tvl	Tuvalu	Tuvalu
tvm	Tela-Masbuar	Tela-Masbuar
tvn	Tavoyan	Tavoyan
tvo	Tidore	Tidore
tvs	Taveta	Taveta
tvt	Tutsa Naga	Naga, Tutsa
tvu	Tunen	Tunen
tvw	Sedoa	Sedoa
tvy	Timor Pidgin	Pidgin, Timor
twa	Twana	Twana
twb	Western Tawbuid	Tawbuid, Western
twc	Teshenawa	Teshenawa
twd	Twents	Twents
twe	Tewa (Indonesia)	Tewa (Indonesia)
twf	Northern Tiwa	Tiwa, Northern
twg	Tereweng	Tereweng
twh	Tai Dón	Tai Dón
twi	Twi	Twi
twl	Tawara	Tawara
twm	Tawang Monpa	Monpa, Tawang
twn	Twendi	Twendi
two	Tswapong	Tswapong
twp	Ere	Ere
twq	Tasawaq	Tasawaq
twr	Southwestern Tarahumara	Tarahumara, Southwestern
twt	Turiwára	Turiwára
twu	Termanu	Termanu
tww	Tuwari	Tuwari
twx	Tewe	Tewe
twy	Tawoyan	Tawoyan
txa	Tombonuo	Tombonuo
txb	Tokharian B	Tokharian B
txc	Tsetsaut	Tsetsaut
txe	Totoli	Totoli
txg	Tangut	Tangut
txh	Thracian	Thracian
txi	Ikpeng	Ikpeng
txj	Tarjumo	Tarjumo
txm	Tomini	Tomini
txn	West Tarangan	Tarangan, West
txo	Toto	Toto
txq	Tii	Tii
txr	Tartessian	Tartessian
txs	Tonsea	Tonsea
txt	Citak	Citak
txu	Kayapó	Kayapó
txx	Tatana	Tatana
txy	Tanosy Malagasy	Malagasy, Tanosy
tya	Tauya	Tauya
tye	Kyanga	Kyanga
tyh	O'du	O'du
tyi	Teke-Tsaayi	Teke-Tsaayi
tyj	Tai Do	Tai Do
tyl	Thu Lao	Thu Lao
tyn	Kombai	Kombai
typ	Thaypan	Thaypan
tyr	Tai Daeng	Tai Daeng
tys	Tày Sa Pa	Tày Sa Pa
tyt	Tày Tac	Tày Tac
tyu	Kua	Kua
tyv	Tuvinian	Tuvinian
tyx	Teke-Tyee	Teke-Tyee
tyz	Tày	Tày
tza	Tanzanian Sign Language	Tanzanian Sign Language
tzh	Tzeltal	Tzeltal
tzj	Tz'utujil	Tz'utujil
tzl	Talossan	Talossan
tzm	Central Atlas Tamazight	Tamazight, Central Atlas
tzn	Tugun	Tugun
tzo	Tzotzil	Tzotzil
tzx	Tabriak	Tabriak
uam	Uamué	Uamué
uan	Kuan	Kuan
uar	Tairuma	Tairuma
uba	Ubang	Ubang
ubi	Ubi	Ubi
ubl	Buhi'non Bikol	Bikol, Buhi'non
ubr	Ubir	Ubir
ubu	Umbu-Ungu	Umbu-Ungu
uby	Ubykh	Ubykh
uda	Uda	Uda
ude	Udihe	Udihe
udg	Muduga	Muduga
udi	Udi	Udi
udj	Ujir	Ujir
udl	Wuzlam	Wuzlam
udm	Udmurt	Udmurt
udu	Uduk	Uduk
ues	Kioko	Kioko
ufi	Ufim	Ufim
uga	Ugaritic	Ugaritic
ugb	Kuku-Ugbanh	Kuku-Ugbanh
uge	Ughele	Ughele
ugn	Ugandan Sign Language	Ugandan Sign Language
ugo	Ugong	Ugong
ugy	Uruguayan Sign Language	Uruguayan Sign Language
uha	Uhami	Uhami
uhn	Damal	Damal
uig	Uighur	Uighur
uig	Uyghur	Uyghur
uis	Uisai	Uisai
uiv	Iyive	Iyive
uji	Tanjijili	Tanjijili
uka	Kaburi	Kaburi
ukg	Ukuriguma	Ukuriguma
ukh	Ukhwejo	Ukhwejo
ukl	Ukrainian Sign Language	Ukrainian Sign Language
ukp	Ukpe-Bayobiri	Ukpe-Bayobiri
ukq	Ukwa	Ukwa
ukr	Ukrainian	Ukrainian
uks	Kaapor Sign Language	Kaapor Sign Language
uks	Urubú-Kaapor Sign Language	Urubú-Kaapor Sign Language
uku	Ukue	Ukue
ukw	Ukwuani-Aboh-Ndoni	Ukwuani-Aboh-Ndoni
uky	Kuuk-Yak	Kuuk-Yak
ula	Fungwa	Fungwa
ulb	Ulukwumi	Ulukwumi
ulc	Ulch	Ulch
ule	Lule	Lule
ulf	Afra	Afra
ulf	Usku	Usku
uli	Ulithian	Ulithian
ulk	Meriam	Meriam
ull	Ullatan	Ullatan
ulm	Ulumanda'	Ulumanda'
uln	Unserdeutsch	Unserdeutsch
ulu	Uma' Lung	Uma' Lung
ulw	Ulwa	Ulwa
uma	Umatilla	Umatilla
umb	Umbundu	Umbundu
umc	Marrucinian	Marrucinian
umd	Umbindhamu	Umbindhamu
umg	Umbuygamu	Umbuygamu
umi	Ukit	Ukit
umm	Umon	Umon
umn	Makyan Naga	Naga, Makyan
umo	Umotína	Umotína
ump	Umpila	Umpila
umr	Umbugarla	Umbugarla
ums	Pendau	Pendau
umu	Munsee	Munsee
una	North Watut	Watut, North
und	Undetermined	Undetermined
une	Uneme	Uneme
ung	Ngarinyin	Ngarinyin
unk	Enawené-Nawé	Enawené-Nawé
unm	Unami	Unami
unn	Kurnai	Kurnai
unr	Mundari	Mundari
unu	Unubahe	Unubahe
unx	Munda	Munda
unz	Unde Kaili	Kaili, Unde
upi	Umeda	Umeda
upv	Uripiv-Wala-Rano-Atchin	Uripiv-Wala-Rano-Atchin
ura	Urarina	Urarina
urb	Kaapor	Kaapor
urb	Urubú-Kaapor	Urubú-Kaapor
urc	Urningangg	Urningangg
urd	Urdu	Urdu
ure	Uru	Uru
urf	Uradhi	Uradhi
urg	Urigina	Urigina
urh	Urhobo	Urhobo
uri	Urim	Urim
urk	Urak Lawoi'	Urak Lawoi'
url	Urali	Urali
urm	Urapmin	Urapmin
urn	Uruangnirin	Uruangnirin
uro	Ura (Papua New Guinea)	Ura (Papua New Guinea)
urp	Uru-Pa-In	Uru-Pa-In
urr	Lehalurup	Lehalurup
urr	Löyöp	Löyöp
urt	Urat	Urat
uru	Urumi	Urumi
urv	Uruava	Uruava
urw	Sop	Sop
urx	Urimo	Urimo
ury	Orya	Orya
urz	Uru-Eu-Wau-Wau	Uru-Eu-Wau-Wau
usa	Usarufa	Usarufa
ush	Ushojo	Ushojo
usi	Usui	Usui
usk	Usaghade	Usaghade
